sno,cno,score
2301610012,C011,66
2301610012,C013,3
2301610012,C012,96
2301610012,C010,74
2301610012,C002,70
2301610012,C019,81
2301610013,C022,67
2301610013,C024,68
2301610013,C023,97
2301610013,C012,74
2301610013,C005,65
2301610013,C001,94
2301610013,C003,98
2301610013,C014,100
2301610013,C006,64
2301610013,C015,99
2301610013,C004,79
2301610013,C013,81
2301610013,C010,95
2301610013,C019,89
2301610014,C021,93
2301610014,C023,90
2301610014,C019,75
2301610014,C017,94
2301610014,C009,72
2301610014,C012,61
2301610014,C001,78
2301610014,C007,73
2301610014,C016,93
2301610014,C014,36
2301610014,C020,89
2301610014,C005,96
2301610015,C013,75
2301610015,C007,76
2301610015,C005,63
2301610015,C016,83
2301610015,C012,8
2301610015,C020,61
2301610015,C021,64
2301610015,C018,88
2301610015,C008,41
2301610015,C003,65
2301610015,C024,99
2301610015,C022,91
2301610016,C010,84
2301610016,C022,34
2301610016,C020,87
2301610016,C009,96
2301610016,C016,75
2301610016,C014,60
2301610016,C023,50
2301610016,C005,73
2301610016,C011,84
2301610016,C002,62
2301610016,C003,74
2301610016,C008,76
2301610016,C018,94
2301610016,C006,65
2301610017,C005,76
2301610017,C018,61
2301610017,C020,64
2301610017,C010,94
2301610017,C015,69
2301610017,C006,94
2301610017,C011,88
2301610017,C019,74
2301610017,C003,67
2301610017,C001,82
2301610017,C013,82
2301610017,C023,100
2301610018,C017,83
2301610018,C009,65
2301610018,C003,63
2301610018,C019,66
2301610018,C024,95
2301610018,C021,63
2301610018,C020,76
2301610018,C013,11
2301610018,C014,84
2301610018,C016,97
2301610018,C015,70
2301610018,C018,91
2301610019,C024,76
2301610019,C023,92
2301610019,C015,75
2301610019,C006,96
2301610019,C005,83
2301610019,C020,76
2301610019,C004,87
2301610019,C010,98
2301610019,C012,80
2301610019,C018,75
2301610019,C022,82
2301610019,C001,93
2301610019,C019,100
2301610019,C007,93
2301610020,C021,72
2301610020,C006,86
2301610020,C020,97
2301610020,C001,10
2301610020,C008,64
2301610020,C024,72
2301610020,C010,80
2301610020,C017,80
2301610020,C014,61
2301610020,C015,64
2301610020,C007,99
2301610020,C019,69
2301610020,C011,65
2301610021,C019,92
2301610021,C020,61
2301610021,C014,99
2301610021,C001,68
2301610021,C006,82
2301610021,C016,84
2301610021,C017,66
2301610021,C008,69
2301610021,C003,92
2301610021,C005,47
2301610021,C022,76
2301610021,C018,72
2301610021,C004,91
2301610021,C002,80
2301610022,C019,94
2301610022,C013,79
2301610022,C024,77
2301610022,C006,65
2301610022,C011,90
2301610022,C004,87
2301610022,C012,94
2301610022,C007,86
2301610022,C005,69
2301610022,C014,80
2301610022,C008,69
2301610022,C010,36
2301610022,C015,98
2301610022,C003,87
2301610023,C011,64
2301610023,C022,83
2301610023,C014,86
2301610023,C021,74
2301610023,C017,84
2301610023,C001,76
2301610023,C006,51
2301610023,C012,62
2301610023,C016,78
2301610023,C002,81
2301610023,C003,95
2301610023,C004,36
2301610023,C024,80
2301610023,C010,66
2301610024,C019,74
2301610024,C008,88
2301610024,C004,97
2301610024,C003,74
2301610024,C007,16
2301610024,C017,65
2301610024,C001,68
2301610024,C015,78
2301610024,C006,82
2301610024,C020,100
2301610024,C014,97
2301610024,C005,88
2301610025,C006,86
2301610025,C008,85
2301610025,C017,56
2301610025,C015,85
2301610025,C004,63
2301610025,C024,67
2301610025,C019,73
2301610025,C007,76
2301610025,C001,77
2301610025,C022,100
2301610025,C011,89
2301610025,C003,95
2301610025,C023,98
2301610025,C021,65
2301610026,C010,97
2301610026,C011,33
2301610026,C013,62
2301610026,C014,70
2301610026,C005,85
2301610026,C016,98
2301610026,C009,62
2301610026,C018,60
2301610026,C007,61
2301610026,C022,60
2301610026,C021,46
2301610026,C017,68
2301610026,C003,85
2301610026,C008,93
2301610027,C003,100
2301610027,C004,60
2301610027,C009,78
2301610027,C007,64
2301610027,C017,97
2301610027,C008,90
2301610027,C011,74
2301610027,C013,100
2301610027,C005,100
2301610027,C018,73
2301610027,C001,96
2301610027,C010,70
2301610028,C016,66
2301610028,C005,97
2301610028,C022,84
2301610028,C020,93
2301610028,C002,66
2301610028,C003,71
2301610028,C009,98
2301610028,C001,75
2301610028,C018,63
2301610028,C014,2
2301610028,C013,82
2301610028,C004,70
2301610029,C011,91
2301610029,C018,61
2301610029,C022,5
2301610029,C009,96
2301610029,C019,95
2301610029,C023,74
2301610029,C014,24
2301610029,C021,90
2301610029,C006,82
2301610029,C001,74
2301610030,C010,63
2301610030,C023,96
2301610030,C022,74
2301610030,C015,86
2301610030,C014,93
2301610030,C013,67
2301610030,C001,92
2301610030,C016,96
2301610030,C003,87
2301610030,C011,76
2301610030,C008,76
2301610030,C004,77
2301610030,C017,48
2301610031,C020,91
2301610031,C007,81
2301610031,C013,51
2301610031,C021,74
2301610031,C010,88
2301610031,C017,94
2301610031,C024,71
2301610031,C016,64
2301610031,C019,100
2301610031,C006,73
2301610031,C015,78
2301610031,C011,64
2301610032,C022,54
2301610032,C023,88
2301610032,C003,70
2301610032,C006,96
2301610032,C018,57
2301610032,C009,100
2301610032,C015,97
2301610032,C005,86
2301610032,C001,62
2301610032,C007,64
2301610033,C012,86
2301610033,C024,0
2301610033,C007,70
2301610033,C022,21
2301610033,C011,76
2301610033,C005,86
2301610033,C008,61
2301610033,C014,62
2301610033,C004,82
2301610033,C001,60
2301610034,C008,61
2301610034,C017,87
2301610034,C019,84
2301610034,C018,94
2301610034,C010,68
2301610034,C011,93
2301610034,C009,50
2301610034,C024,68
2301610034,C020,97
2301610034,C002,71
2301610034,C005,64
2301610034,C021,85
2301610034,C013,81
2301610034,C015,75
2301610034,C022,81
2301610035,C016,89
2301610035,C007,86
2301610035,C020,81
2301610035,C004,79
2301610035,C006,79
2301610035,C019,99
2301610035,C009,86
2301610035,C022,63
2301610035,C013,99
2301610035,C014,69
2301610036,C004,89
2301610036,C024,98
2301610036,C017,62
2301610036,C016,94
2301610036,C023,80
2301610036,C014,83
2301610036,C009,75
2301610036,C013,81
2301610036,C007,60
2301610036,C010,63
2301610036,C008,92
2301610036,C019,60
2301610036,C002,88
2301610037,C013,84
2301610037,C003,76
2301610037,C014,88
2301610037,C021,83
2301610037,C005,94
2301610037,C018,87
2301610037,C004,74
2301610037,C010,54
2301610037,C015,69
2301610037,C012,96
2301610037,C020,63
2301610037,C011,95
2301610037,C008,97
2301610038,C006,94
2301610038,C001,95
2301610038,C003,94
2301610038,C021,77
2301610038,C009,94
2301610038,C016,89
2301610038,C020,62
2301610038,C004,84
2301610038,C022,37
2301610038,C005,95
2301610039,C004,7
2301610039,C012,69
2301610039,C023,91
2301610039,C020,89
2301610039,C013,75
2301610039,C016,64
2301610039,C011,68
2301610039,C001,72
2301610039,C014,71
2301610039,C017,96
2301610039,C005,65
2301610039,C007,93
2301610039,C015,86
2301610040,C010,84
2301610040,C019,70
2301610040,C023,86
2301610040,C015,69
2301610040,C012,20
2301610040,C018,63
2301610040,C007,75
2301610040,C008,76
2301610040,C009,63
2301610040,C020,67
2301610040,C001,89
2301610040,C022,96
2301610041,C011,91
2301610041,C012,86
2301610041,C016,88
2301610041,C009,99
2301610041,C004,74
2301610041,C017,97
2301610041,C006,72
2301610041,C008,72
2301610041,C001,61
2301610041,C005,86
2301610042,C001,61
2301610042,C011,100
2301610042,C006,86
2301610042,C012,98
2301610042,C023,98
2301610042,C003,66
2301610042,C024,67
2301610042,C005,85
2301610042,C021,87
2301610042,C020,84
2301610043,C021,1
2301610043,C001,73
2301610043,C016,73
2301610043,C017,90
2301610043,C009,91
2301610043,C008,80
2301610043,C023,62
2301610043,C015,63
2301610043,C004,78
2301610043,C011,77
2301610043,C006,60
2301610043,C020,81
2301610044,C007,81
2301610044,C008,73
2301610044,C024,86
2301610044,C018,83
2301610044,C017,89
2301610044,C003,75
2301610044,C004,63
2301610044,C023,82
2301610044,C011,80
2301610044,C013,72
2301610044,C012,66
2301610044,C006,98
2301610044,C002,99
2301610044,C005,97
2301610044,C010,100
2301610045,C014,61
2301610045,C003,65
2301610045,C013,65
2301610045,C008,97
2301610045,C004,75
2301610045,C017,79
2301610045,C012,83
2301610045,C015,89
2301610045,C002,66
2301610045,C005,80
2301610045,C023,82
2301610045,C018,69
2301610045,C010,75
2301610045,C001,61
2301610045,C006,98
2301610046,C005,90
2301610046,C008,55
2301610046,C023,84
2301610046,C019,100
2301610046,C016,64
2301610046,C011,90
2301610046,C015,77
2301610046,C021,84
2301610046,C002,72
2301610046,C012,64
2301610046,C004,98
2301610046,C013,94
2301610047,C015,96
2301610047,C002,95
2301610047,C001,62
2301610047,C003,71
2301610047,C021,90
2301610047,C008,67
2301610047,C019,82
2301610047,C024,53
2301610047,C023,63
2301610047,C011,67
2301610047,C017,74
2301610047,C016,76
2301610047,C010,80
2301610047,C005,90
2301610048,C015,96
2301610048,C011,67
2301610048,C017,96
2301610048,C019,70
2301610048,C003,0
2301610048,C013,99
2301610048,C009,97
2301610048,C012,71
2301610048,C018,77
2301610048,C016,68
2301610048,C020,51
2301610048,C010,99
2301610048,C002,82
2301610048,C004,82
2301610049,C022,68
2301610049,C006,67
2301610049,C011,74
2301610049,C023,89
2301610049,C020,65
2301610049,C021,95
2301610049,C015,78
2301610049,C001,85
2301610049,C019,78
2301610049,C004,64
2301610049,C018,66
2301610049,C009,90
2301610050,C023,100
2301610050,C011,81
2301610050,C024,55
2301610050,C014,77
2301610050,C003,100
2301610050,C018,85
2301610050,C004,81
2301610050,C015,75
2301610050,C020,77
2301610050,C016,86
2301610050,C010,86
2301610050,C017,17
2301610050,C008,93
2301610050,C022,69
2301610051,C014,71
2301610051,C019,93
2301610051,C021,65
2301610051,C018,79
2301610051,C016,92
2301610051,C002,78
2301610051,C009,64
2301610051,C015,93
2301610051,C012,81
2301610051,C004,85
2301610051,C010,75
2301610051,C017,97
2301610051,C020,99
2301610052,C016,91
2301610052,C005,69
2301610052,C018,95
2301610052,C015,66
2301610052,C007,83
2301610052,C010,98
2301610052,C020,3
2301610052,C022,87
2301610052,C006,86
2301610052,C009,98
2301610052,C024,75
2301610053,C010,86
2301610053,C018,61
2301610053,C001,64
2301610053,C002,92
2301610053,C021,94
2301610053,C024,96
2301610053,C022,77
2301610053,C020,67
2301610053,C009,79
2301610053,C023,97
2301610053,C019,61
2301610054,C013,82
2301610054,C011,96
2301610054,C017,75
2301610054,C009,42
2301610054,C004,80
2301610054,C015,69
2301610054,C022,91
2301610054,C016,69
2301610054,C014,97
2301610054,C010,82
2301610055,C017,63
2301610055,C007,78
2301610055,C008,99
2301610055,C021,24
2301610055,C020,88
2301610055,C009,79
2301610055,C010,62
2301610055,C014,88
2301610055,C016,4
2301610055,C002,88
2301610056,C015,78
2301610056,C002,87
2301610056,C016,95
2301610056,C006,83
2301610056,C008,69
2301610056,C003,90
2301610056,C011,79
2301610056,C009,88
2301610056,C020,75
2301610056,C004,60
2301610056,C001,78
2301610057,C004,71
2301610057,C005,31
2301610057,C007,65
2301610057,C021,90
2301610057,C013,87
2301610057,C014,82
2301610057,C010,60
2301610057,C015,97
2301610057,C018,77
2301610057,C024,75
2301610057,C009,92
2301610057,C020,92
2301610058,C008,87
2301610058,C023,100
2301610058,C001,100
2301610058,C005,97
2301610058,C020,61
2301610058,C011,61
2301610058,C014,79
2301610058,C019,86
2301610058,C018,90
2301610058,C015,98
2301610058,C021,75
2301610058,C004,93
2301610058,C016,86
2301610058,C013,62
2301610058,C012,88
2301610059,C010,87
2301610059,C017,82
2301610059,C016,75
2301610059,C007,80
2301610059,C018,88
2301610059,C011,90
2301610059,C004,87
2301610059,C012,89
2301610059,C021,96
2301610059,C013,60
2301610059,C001,80
2301610059,C005,71
2301610059,C008,64
2301610059,C006,72
2301610060,C006,91
2301610060,C008,82
2301610060,C023,78
2301610060,C007,61
2301610060,C001,98
2301610060,C020,86
2301610060,C005,71
2301610060,C015,79
2301610060,C019,35
2301610060,C010,95
2301610060,C002,82
2301610060,C009,69
2301610060,C021,63
2301610060,C017,96
2301610060,C004,70
2301610061,C023,80
2301610061,C012,75
2301610061,C007,99
2301610061,C010,60
2301610061,C017,52
2301610061,C013,92
2301610061,C020,96
2301610061,C006,83
2301610061,C014,68
2301610061,C011,93
2301610061,C022,88
2301610062,C014,69
2301610062,C005,65
2301610062,C009,96
2301610062,C015,97
2301610062,C017,83
2301610062,C004,78
2301610062,C013,80
2301610062,C011,94
2301610062,C018,89
2301610062,C001,91
2301610062,C008,42
2301610062,C021,74
2301610062,C019,69
2301610062,C010,96
2301610063,C014,76
2301610063,C012,85
2301610063,C016,60
2301610063,C018,98
2301610063,C005,9
2301610063,C001,67
2301610063,C017,72
2301610063,C008,90
2301610063,C007,81
2301610063,C009,34
2301610063,C020,63
2301610063,C024,85
2301610063,C019,89
2301610063,C021,98
2301610064,C015,90
2301610064,C021,87
2301610064,C020,66
2301610064,C001,95
2301610064,C014,97
2301610064,C008,77
2301610064,C010,86
2301610064,C009,67
2301610064,C002,51
2301610064,C017,85
2301610064,C003,72
2301610064,C011,67
2301610064,C022,93
2301610064,C016,85
2301610064,C006,77
2301610065,C013,78
2301610065,C004,73
2301610065,C014,86
2301610065,C024,70
2301610065,C003,64
2301610065,C022,80
2301610065,C015,100
2301610065,C010,83
2301610065,C017,60
2301610065,C006,68
2301610066,C023,63
2301610066,C017,85
2301610066,C012,73
2301610066,C003,50
2301610066,C005,83
2301610066,C001,71
2301610066,C013,96
2301610066,C020,92
2301610066,C019,65
2301610066,C006,74
2301610066,C010,71
2301610066,C009,83
2301610066,C008,85
2301610067,C022,82
2301610067,C015,65
2301610067,C009,29
2301610067,C016,90
2301610067,C011,33
2301610067,C023,93
2301610067,C021,46
2301610067,C013,88
2301610067,C019,95
2301610067,C018,100
2301610067,C005,86
2301610067,C020,91
2301610067,C012,61
2301610067,C007,88
2301610068,C011,54
2301610068,C014,86
2301610068,C020,41
2301610068,C019,77
2301610068,C012,63
2301610068,C024,92
2301610068,C017,77
2301610068,C002,44
2301610068,C013,78
2301610068,C022,43
2301610068,C005,80
2301610069,C011,65
2301610069,C002,96
2301610069,C010,66
2301610069,C022,69
2301610069,C016,61
2301610069,C004,77
2301610069,C020,96
2301610069,C015,8
2301610069,C008,75
2301610069,C023,87
2301610070,C016,97
2301610070,C011,81
2301610070,C018,76
2301610070,C024,83
2301610070,C008,92
2301610070,C013,68
2301610070,C004,88
2301610070,C017,92
2301610070,C003,63
2301610070,C020,91
2301610071,C018,90
2301610071,C011,95
2301610071,C012,61
2301610071,C020,86
2301610071,C001,67
2301610071,C009,98
2301610071,C003,67
2301610071,C005,64
2301610071,C013,64
2301610071,C008,99
2301610071,C022,81
2301610071,C021,79
2301610071,C019,93
2301610071,C006,97
2301610071,C023,68
2301610072,C023,65
2301610072,C009,71
2301610072,C006,89
2301610072,C005,72
2301610072,C018,71
2301610072,C010,64
2301610072,C019,68
2301610072,C004,64
2301610072,C007,77
2301610072,C011,73
2301610072,C014,66
2301610072,C022,71
2301610072,C001,70
2301610073,C011,96
2301610073,C020,93
2301610073,C016,30
2301610073,C022,89
2301610073,C005,90
2301610073,C021,23
2301610073,C009,70
2301610073,C023,63
2301610073,C008,75
2301610073,C015,76
2301610073,C010,69
2301610073,C002,63
2301610073,C019,71
2301610073,C018,75
2301610074,C022,64
2301610074,C024,98
2301610074,C015,70
2301610074,C021,80
2301610074,C010,92
2301610074,C017,92
2301610074,C008,29
2301610074,C001,68
2301610074,C016,75
2301610074,C014,81
2301610075,C021,93
2301610075,C020,63
2301610075,C015,65
2301610075,C005,93
2301610075,C008,100
2301610075,C018,100
2301610075,C022,81
2301610075,C004,92
2301610075,C002,35
2301610075,C012,89
2301610076,C002,84
2301610076,C011,93
2301610076,C024,100
2301610076,C020,70
2301610076,C017,72
2301610076,C016,96
2301610076,C022,98
2301610076,C004,74
2301610076,C012,81
2301610076,C010,84
2301610077,C012,81
2301610077,C001,68
2301610077,C013,90
2301610077,C008,83
2301610077,C021,70
2301610077,C015,87
2301610077,C010,99
2301610077,C019,63
2301610077,C023,93
2301610077,C020,87
2301610078,C002,70
2301610078,C011,80
2301610078,C021,78
2301610078,C007,95
2301610078,C010,64
2301610078,C015,93
2301610078,C017,66
2301610078,C008,87
2301610078,C012,18
2301610078,C024,69
2301610078,C022,71
2301610078,C019,76
2301610078,C005,61
2301610078,C004,82
2301610078,C003,57
2301610079,C006,83
2301610079,C017,77
2301610079,C021,77
2301610079,C019,92
2301610079,C003,73
2301610079,C004,88
2301610079,C010,90
2301610079,C022,92
2301610079,C023,63
2301610079,C014,83
2301610079,C005,83
2301610079,C016,83
2301610080,C013,94
2301610080,C016,68
2301610080,C002,60
2301610080,C017,61
2301610080,C022,99
2301610080,C011,93
2301610080,C021,88
2301610080,C006,69
2301610080,C015,86
2301610080,C009,98
2301610080,C008,64
2301610080,C010,90
2301610081,C001,74
2301610081,C016,95
2301610081,C017,94
2301610081,C010,83
2301610081,C004,42
2301610081,C015,82
2301610081,C024,91
2301610081,C019,61
2301610081,C020,68
2301610081,C013,71
2301610082,C005,74
2301610082,C007,60
2301610082,C002,89
2301610082,C015,73
2301610082,C011,88
2301610082,C017,67
2301610082,C019,79
2301610082,C021,86
2301610082,C010,91
2301610082,C014,76
2301610082,C020,88
2301610083,C005,93
2301610083,C010,67
2301610083,C003,80
2301610083,C015,98
2301610083,C002,62
2301610083,C013,81
2301610083,C020,78
2301610083,C024,95
2301610083,C016,95
2301610083,C014,93
2301610083,C023,98
2301610083,C012,93
2301610084,C018,79
2301610084,C010,64
2301610084,C009,81
2301610084,C007,85
2301610084,C011,99
2301610084,C021,76
2301610084,C016,94
2301610084,C015,76
2301610084,C008,78
2301610084,C024,87
2301610084,C023,98
2301610084,C005,89
2301610084,C017,98
2301610084,C013,73
2301610085,C012,20
2301610085,C021,64
2301610085,C018,64
2301610085,C003,89
2301610085,C007,83
2301610085,C005,75
2301610085,C006,73
2301610085,C017,68
2301610085,C022,76
2301610085,C008,90
2301610085,C002,65
2301610086,C017,10
2301610086,C013,43
2301610086,C012,86
2301610086,C001,74
2301610086,C021,80
2301610086,C018,61
2301610086,C011,66
2301610086,C010,99
2301610086,C003,94
2301610086,C015,96
2301610086,C004,92
2301610086,C020,90
2301610086,C007,80
2301610086,C024,72
2301610086,C009,72
2301610087,C008,61
2301610087,C001,61
2301610087,C006,80
2301610087,C010,92
2301610087,C016,81
2301610087,C019,89
2301610087,C021,72
2301610087,C009,28
2301610087,C015,87
2301610087,C018,89
2301610087,C005,86
2301610087,C003,85
2301610087,C020,67
2301610087,C013,92
2301610088,C006,82
2301610088,C011,60
2301610088,C004,91
2301610088,C005,80
2301610088,C009,61
2301610088,C014,69
2301610088,C023,46
2301610088,C022,96
2301610088,C021,97
2301610088,C002,73
2301610088,C017,86
2301610088,C015,84
2301610088,C012,100
2301610089,C013,70
2301610089,C014,68
2301610089,C007,91
2301610089,C015,2
2301610089,C024,98
2301610089,C021,62
2301610089,C017,68
2301610089,C019,84
2301610089,C002,31
2301610089,C023,96
2301610089,C018,93
2301610089,C008,64
2301610089,C001,80
2301610089,C003,73
2301610089,C020,67
2301610090,C021,68
2301610090,C003,66
2301610090,C017,97
2301610090,C004,90
2301610090,C006,81
2301610090,C013,96
2301610090,C007,89
2301610090,C023,74
2301610090,C008,64
2301610090,C010,97
2301610090,C022,89
2301610090,C002,95
2301610090,C009,77
2301610090,C020,87
2301610091,C019,43
2301610091,C018,88
2301610091,C010,71
2301610091,C022,43
2301610091,C012,63
2301610091,C005,81
2301610091,C024,77
2301610091,C004,9
2301610091,C006,61
2301610091,C009,66
2301610091,C008,68
2301610091,C001,82
2301610092,C002,16
2301610092,C014,87
2301610092,C003,91
2301610092,C007,97
2301610092,C005,93
2301610092,C013,55
2301610092,C008,67
2301610092,C004,65
2301610092,C016,67
2301610092,C012,82
2301610092,C021,79
2301610092,C001,100
2301610092,C010,74
2301610092,C020,60
2301610093,C011,70
2301610093,C024,74
2301610093,C013,97
2301610093,C015,77
2301610093,C009,74
2301610093,C005,65
2301610093,C008,89
2301610093,C020,66
2301610093,C012,80
2301610093,C021,84
2301610093,C010,61
2301610093,C018,92
2301610093,C023,97
2301610094,C001,84
2301610094,C015,92
2301610094,C014,80
2301610094,C019,67
2301610094,C017,68
2301610094,C016,95
2301610094,C007,75
2301610094,C009,56
2301610094,C013,97
2301610094,C008,79
2301610094,C011,65
2301610094,C006,76
2301610094,C023,93
2301610095,C007,24
2301610095,C011,90
2301610095,C022,97
2301610095,C009,69
2301610095,C002,93
2301610095,C021,92
2301610095,C023,75
2301610095,C012,70
2301610095,C004,63
2301610095,C024,65
2301610095,C014,95
2301610095,C015,97
2301610095,C020,62
2301610095,C005,85
2301610095,C013,82
2301610096,C013,17
2301610096,C020,96
2301610096,C021,75
2301610096,C018,66
2301610096,C009,83
2301610096,C002,83
2301610096,C023,2
2301610096,C004,66
2301610096,C007,94
2301610096,C006,76
2301610096,C005,72
2301610096,C022,68
2301610096,C019,79
2301610096,C008,97
2301610096,C016,66
2301610097,C021,67
2301610097,C002,54
2301610097,C009,63
2301610097,C010,75
2301610097,C001,64
2301610097,C008,77
2301610097,C007,61
2301610097,C005,10
2301610097,C011,60
2301610097,C018,72
2301610097,C013,89
2301610098,C015,72
2301610098,C004,75
2301610098,C007,62
2301610098,C011,53
2301610098,C009,93
2301610098,C017,57
2301610098,C006,79
2301610098,C018,73
2301610098,C019,79
2301610098,C005,91
2301610098,C020,93
2301610098,C002,91
2301610098,C021,64
2301610098,C014,71
2301610099,C012,96
2301610099,C017,86
2301610099,C014,31
2301610099,C003,61
2301610099,C005,85
2301610099,C011,97
2301610099,C023,66
2301610099,C009,84
2301610099,C013,84
2301610099,C007,84
2301610099,C019,80
2301610099,C020,89
2301610100,C024,73
2301610100,C003,68
2301610100,C018,86
2301610100,C019,62
2301610100,C012,61
2301610100,C001,84
2301610100,C015,84
2301610100,C005,65
2301610100,C023,75
2301610100,C016,66
2301610100,C007,83
2301610100,C013,92
2301610100,C017,98
2301610100,C020,90
2301610101,C015,84
2301610101,C024,94
2301610101,C010,77
2301610101,C003,84
2301610101,C001,60
2301610101,C016,93
2301610101,C008,67
2301610101,C005,85
2301610101,C002,6
2301610101,C021,86
2301610102,C010,56
2301610102,C003,60
2301610102,C001,75
2301610102,C005,97
2301610102,C024,88
2301610102,C021,98
2301610102,C004,97
2301610102,C022,85
2301610102,C014,94
2301610102,C012,62
2301610103,C014,19
2301610103,C012,69
2301610103,C024,83
2301610103,C011,65
2301610103,C002,88
2301610103,C008,99
2301610103,C004,60
2301610103,C017,65
2301610103,C023,81
2301610103,C010,80
2301610103,C005,66
2301610104,C018,94
2301610104,C001,97
2301610104,C023,100
2301610104,C014,99
2301610104,C012,61
2301610104,C016,89
2301610104,C008,92
2301610104,C003,86
2301610104,C017,74
2301610104,C022,64
2301610104,C015,95
2301610104,C020,91
2301610105,C012,86
2301610105,C009,65
2301610105,C005,70
2301610105,C017,92
2301610105,C024,64
2301610105,C019,69
2301610105,C014,97
2301610105,C003,65
2301610105,C004,83
2301610105,C001,87
2301610105,C011,86
2301610105,C015,88
2301610105,C016,73
2301610105,C006,61
2301610105,C008,70
2301610106,C016,83
2301610106,C005,80
2301610106,C018,66
2301610106,C013,83
2301610106,C012,90
2301610106,C003,75
2301610106,C009,94
2301610106,C019,64
2301610106,C004,70
2301610106,C010,92
2301610106,C015,94
2301610106,C011,61
2301610106,C024,66
2301610106,C021,32
2301610107,C007,99
2301610107,C003,64
2301610107,C012,90
2301610107,C002,72
2301610107,C011,89
2301610107,C022,66
2301610107,C014,88
2301610107,C004,95
2301610107,C015,64
2301610107,C009,81
2301610107,C019,77
2301610108,C014,95
2301610108,C016,64
2301610108,C005,71
2301610108,C007,62
2301610108,C023,69
2301610108,C011,98
2301610108,C008,87
2301610108,C002,98
2301610108,C010,66
2301610108,C001,98
2301610108,C019,95
2301610108,C020,90
2301610109,C022,85
2301610109,C016,93
2301610109,C019,87
2301610109,C008,81
2301610109,C003,61
2301610109,C007,78
2301610109,C018,60
2301610109,C011,61
2301610109,C015,66
2301610109,C013,81
2301610109,C012,67
2301610109,C014,91
2301610110,C023,83
2301610110,C010,97
2301610110,C018,96
2301610110,C015,66
2301610110,C014,59
2301610110,C005,83
2301610110,C006,91
2301610110,C016,60
2301610110,C007,83
2301610110,C001,67
2301610110,C020,65
2301610110,C013,97
2301610110,C022,61
2301610110,C011,82
2301610111,C008,66
2301610111,C003,75
2301610111,C004,80
2301610111,C009,99
2301610111,C005,65
2301610111,C010,91
2301610111,C022,69
2301610111,C014,93
2301610111,C012,86
2301610111,C006,66
2301610111,C013,67
2301610111,C020,43
2301610112,C018,99
2301610112,C021,78
2301610112,C017,68
2301610112,C024,99
